Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
25/03/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,19,28,95,NA
29/03/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,21,32,111,NA
4/1/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,19,29,114,NA
4/5/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,26,35,123,NA
4/8/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,24,33,120,NA
4/12/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,22,31,118,NA
15/04/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,21,30,114,NA
19/04/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,23,31,112,NA
22/04/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,22,29,105,NA
26/04/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,20,28,108,NA
29/04/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,19,28,116,NA
5/3/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,20,30,114,NA
5/6/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,22,31,118,NA
5/10/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,21,31,116,NA
13/05/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,22,32,111,NA
17/05/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,21,30,121,NA
20/05/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,23,33,123,NA
24/05/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,20,29,118,NA
27/05/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,20,29,121,NA
31/05/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,19,28,116,NA
6/3/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,18,27,120,NA
6/7/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,20,29,105,NA
6/10/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,19,28,109,NA
14/06/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,22,29,112,NA
17/06/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,18,26,101,NA
21/06/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,19,28,106,NA
24/06/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,48,26,109,NA
28/06/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,20,28,110,NA
7/1/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,19,27,105,NA
7/5/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,18,26,86,NA
7/8/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,16,24,82,NA
7/12/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,16,24,76,NA
15/07/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,14,22,65,NA
19/07/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,16,24,58,NA
22/07/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,16,25,69,NA
26/07/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,15,24,72,NA
29/07/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,15,24,70,NA
8/2/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,13,22,62,NA
8/5/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,15,24,70,NA
8/9/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,14,22,66,NA
8/12/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,12,21,56,NA
16/08/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,13,23,63,NA
19/08/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,13,21,60,NA
23/08/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,14,22,66,NA
26/08/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,14,23,68,NA
30/08/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,13,22,63,NA
9/2/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,13,21,61,NA
9/6/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,13,22,62,NA
9/9/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,16,26,66,NA
13/09/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,15,24,72,NA
16/09/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,14,22,71,NA
20/09/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,15,23,73,NA
23/09/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,14,21,70,NA
27/09/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,14,22,72,NA
30/09/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,15,23,68,NA
10/4/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,13,22,75,NA
10/7/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,15,22,78,NA
10/11/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,16,24,82,NA
14/10/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,16,25,80,NA
18/10/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,16,23,78,NA
21/10/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,15,22,76,NA
25/10/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,15,23,75,NA
28/10/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,15,22,73,NA
11/1/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,15,23,70,NA
11/4/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,16,23,74,NA
11/8/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,16,24,88,NA
11/11/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,16,23,91,NA
15/11/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,15,23,83,NA
18/11/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,15,22,76,NA
22/11/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,16,25,81,NA
25/11/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,17,26,78,NA
29/11/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,17,26,81,NA
12/2/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,17,25,83,NA
12/6/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,22,29,99,NA
12/9/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,19,28,106,NA
13/12/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,21,29,102,NA
16/12/2011,Gujarat,Vapi,Gujarat State Pollution Control Board,Industrial Area,19,27,95,NA
