Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
30/05/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,21,62,NA
6/2/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,17,61,NA
6/6/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,19,64,NA
6/9/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,20,57,NA
13/06/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",9,18,77,NA
16/06/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,22,70,NA
20/06/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,25,66,NA
23/06/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,24,73,NA
27/06/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,21,68,NA
30/06/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,22,62,NA
7/4/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,25,70,NA
7/7/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,,38,NA
14/07/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,18,63,NA
15/07/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,21,60,NA
18/07/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,23,74,NA
21/07/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,19,64,NA
25/07/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,18,59,NA
28/07/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",8,16,66,NA
8/1/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",8,16,53,NA
8/4/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",7,13,59,NA
18/08/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",9,15,48,NA
19/08/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",9,18,49,NA
22/08/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,17,56,NA
23/08/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",9,15,56,NA
25/08/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",8,16,48,NA
29/08/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",9,15,43,NA
9/1/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,16,47,NA
9/5/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",9,14,42,NA
9/8/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",8,14,37,NA
9/12/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,16,50,NA
15/09/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",8,18,42,NA
19/09/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",8,16,43,NA
22/09/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",8,15,50,NA
26/09/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,16,42,NA
29/09/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,25,65,NA
10/3/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,17,43,NA
10/6/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",9,20,58,NA
10/10/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",9,18,48,NA
13/10/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",9,20,54,NA
17/10/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",9,20,62,NA
20/10/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,26,59,NA
24/10/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",9,19,62,NA
25/10/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",9,21,42,NA
26/10/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,28,111,NA
27/10/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,22,67,NA
28/10/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",9,20,43,NA
29/10/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",8,17,41,NA
14/11/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,17,59,NA
17/11/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,19,66,NA
21/11/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,17,56,NA
24/11/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,20,53,NA
28/11/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,18,64,NA
12/1/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,15,70,NA
12/5/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,21,79,NA
12/8/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,18,65,NA
12/12/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,16,66,NA
15/12/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,20,63,NA
19/12/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,17,70,NA
22/12/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,18,80,NA
26/12/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,22,67,NA
29/12/2011,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,24,61,NA
1/6/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,18,70,NA
1/8/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,11,17,58,NA
1/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,19,62,NA
15/01/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,10,15,80,NA
19/01/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,18,53,NA
22/01/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,19,74,NA
26/01/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,11,16,65,NA
29/01/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,18,74,NA
2/2/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,18,66,NA
2/5/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,11,17,57,NA
2/9/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,11,20,71,NA
2/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,10,19,62,NA
16/02/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,15,25,75,NA
19/02/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,20,80,NA
23/02/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,19,71,NA
26/02/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,14,21,79,NA
3/2/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,21,56,NA
3/6/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,11,19,84,NA
3/9/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,23,78,NA
3/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,11,21,69,NA
16/03/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,11,21,61,NA
19/03/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,23,86,NA
23/03/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,21,78,NA
26/03/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,15,24,87,NA
30/03/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,24,68,NA
4/2/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,22,82,NA
4/6/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,14,24,86,NA
4/9/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,14,26,72,NA
13/04/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,16,26,91,NA
16/04/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,14,24,82,NA
20/04/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,14,25,90,NA
23/04/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,24,65,NA
27/04/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,24,72,NA
30/04/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,24,82,NA
5/4/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,14,27,78,NA
5/7/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,26,69,NA
5/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,25,69,NA
14/05/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,27,84,NA
18/05/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,14,26,77,NA
21/05/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,17,28,87,NA
25/05/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,14,31,77,NA
28/05/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,24,75,NA
6/1/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,26,70,NA
6/4/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,16,27,92,NA
6/8/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,17,29,98,NA
6/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,14,25,73,NA
15/06/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,27,81,NA
18/06/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,16,31,75,NA
22/06/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,15,30,90,NA
25/06/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,16,30,90,NA
29/06/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,14,27,101,NA
7/2/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,27,87,NA
7/6/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,26,91,NA
13/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,11,23,72,NA
14/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,27,83,NA
16/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,24,95,NA
20/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,14,28,83,NA
23/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,26,67,NA
27/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,11,23,70,NA
30/07/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,23,62,NA
8/3/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,9,19,63,NA
8/6/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,10,20,53,NA
17/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,11,23,54,NA
18/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,25,71,NA
20/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,9,22,61,NA
22/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,10,20,84,NA
24/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,9,20,53,NA
27/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,8,19,43,NA
31/08/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,9,20,44,NA
9/3/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,11,25,51,NA
9/7/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,10,22,45,NA
9/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,8,18,38,NA
14/09/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,8,18,47,NA
17/09/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,8,17,37,NA
21/09/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,9,19,78,NA
24/09/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,11,23,65,NA
28/09/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,26,72,NA
10/1/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,27,61,NA
10/5/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,11,24,75,NA
10/8/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,11,26,67,NA
10/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,11,23,71,NA
15/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,9,22,80,NA
19/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,9,21,88,NA
22/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,10,21,81,NA
25/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,27,87,NA
26/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,19,42,129,NA
27/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,16,33,97,NA
28/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,9,21,60,NA
29/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,8,15,48,NA
11/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,22,70,NA
16/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,10,16,61,NA
19/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,11,21,67,NA
23/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,20,77,NA
26/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,10,25,59,NA
30/11/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,21,67,NA
12/3/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,23,83,NA
12/7/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,26,80,NA
12/10/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,24,77,NA
14/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,15,25,63,NA
17/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,13,27,71,NA
21/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,14,23,65,NA
24/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,29,73,NA
28/12/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,Industrial Area,12,26,64,NA
